,FORM_PARENT,FORM_GRAND_PARENT,FORM_CHILD_1,FORM_CHILD_2,FORM_CHILD_3
98759,aumento,de,,,
98760,de,tratam,o,de,
98761,aumento,de,impostos,,
98762,de,aumento,,,
98763,será,,MPs,de,ser
98764,terão,será,,,
98765,terão,será,votadas,,
98766,votadas,ser,,,
98767,ser,terão,quando,necessariamente,
98768,será,,,,
98769,radicalizou,,,,
98770,radicalizou,,,,
98771,radicalizou,,,,
98772,,,Resumindo,:,Lutoslawski
98773,radicalizou,,,,
98774,radicalizou,,aquilo,,
98775,em,radicalizou,tinha,,
98776,tinha,aquilo,,,
98777,tinha,aquilo,,,
98778,aquilo,em,que,este,de
98779,tinha,aquilo,noturno,",",de
98780,de,tinha,,,
98781,de,tinha,,,
98782,de,tinha,dramático,,
98783,de,de,,,
98784,de,tinha,,,
98785,de,tinha,,,
98786,de,tinha,,,
98787,de,tinha,,,
98788,radicalizou,,,,
98789,exige,,japonês,,
98790,Método,exige,,,
98791,,,Método,calhamaços,;
98792,exige,,de,,
98793,calhamaços,exige,exercícios,,
98794,de,calhamaços,,,
98795,exige,,,,
98796,dizem,exige,,,
98797,exige,,opositores,peca,
98798,peca,dizem,,,
98799,peca,dizem,,,
98800,peca,dizem,,,
98801,dizem,exige,que,',técnica
98802,peca,dizem,mecanicismo,,
98803,mecanicismo,por,,,
98804,por,peca,o,,
98805,peca,dizem,,,
98806,exige,,,,
98807,Sei,disse,,,
98808,disse,,«,estou,","
98809,estou,Sei,,,
98810,rendendo,estou,,,
98811,Sei,disse,que,rendendo,
98812,estou,Sei,não,tudo,
98813,rendendo,estou,posso,,
98814,posso,tudo,,,
98815,tudo,rendendo,que,,
98816,Sei,disse,,,
98817,Sei,disse,,,
98818,Sei,disse,em,,
98819,estou,Sei,evolução,,
98820,em,estou,,,
98821,Sei,disse,,,
98822,disse,,,,
98823,,,Sei,",",.
98824,disse,,,,
98825,dar,começaram,saber,,
98826,saber,A,,,
98827,A,dar,o,pretendiam,
98828,pretendiam,saber,,,
98829,militares,pretendiam,,,
98830,pretendiam,saber,os,,
98831,saber,A,que,militares,democracia
98832,democracia,pretendiam,,,
98833,pretendiam,saber,a,e,fim
98834,democracia,pretendiam,,,
98835,fim,democracia,,,
98836,democracia,pretendiam,o,de,
98837,fim,democracia,guerra,,
98838,guerra,de,,,
98839,de,fim,a,colonial,
98840,guerra,de,,,
98841,começaram,,,,
98842,portugueses,começaram,,,
98843,começaram,,os,,
98844,,,",",portugueses,a
98845,começaram,,,,
98846,começaram,,A,cravos,a
98847,dar,começaram,,,
98848,dar,começaram,soldados,,
98849,soldados,a,,,
98850,a,dar,os,",",colocavam
98851,soldados,a,,,
98852,colocavam,soldados,,,
98853,colocavam,soldados,,,
98854,soldados,a,que,os,em
98855,colocavam,soldados,ponta,,
98856,ponta,em,,,
98857,em,colocavam,a,de,
98858,ponta,em,fuzis,,
98859,fuzis,de,,,
98860,fuzis,de,,,
98861,de,ponta,os,seus,
98862,soldados,a,,,
98863,soldados,a,aí,,
98864,de,soldados,,,
98865,nome,soldados,,,
98866,soldados,a,o,Revolução_dos_Cravos,
98867,nome,soldados,,,
98868,começaram,,,,
98869,Secretaria_Municipal_da_Administração,afirmou,,,
98870,afirmou,,A,,
98871,,,Secretaria_Municipal_da_Administração,ontem,poderá
98872,afirmou,,,,
98873,poderá,afirmou,,,
98874,afirmou,,que,rever,
98875,poderá,afirmou,decreto,,
98876,decreto,rever,,,
98877,rever,poderá,o,de,proíbe
98878,decreto,rever,prefeito,,
98879,prefeito,de,,,
98880,de,decreto,o,Paulo_Maluf,
98881,prefeito,de,,,
98882,proíbe,decreto,,,
98883,decreto,rever,que,contratação,
98884,contratação,proíbe,,,
98885,proíbe,decreto,a,de,
98886,contratação,proíbe,portadores,,
98887,de,contratação,de,com,
98888,portadores,de,doenças,,
98889,de,portadores,,,
98890,portadores,de,possibilidade,,
98891,com,portadores,de,,
98892,possibilidade,com,tornarem,,
98893,tornarem,de,,,
98894,de,possibilidade,se,incapazes,em
98895,tornarem,de,,,
98896,tornarem,de,futuro,,
98897,futuro,em,,,
98898,em,tornarem,o,,
98899,afirmou,,,,
98900,passou,,,,
98901,,,Já,de,.
98902,passou,,hora,,
98903,hora,de,,,
98904,de,passou,a,de,
98905,hora,de,empenharem,,
98906,empenharem,de,",",prestadores,e
98907,governo,empenharem,,,
98908,governo,empenharem,de,,
98909,prestadores,governo,serviços,,
98910,de,prestadores,,,
98911,governo,empenharem,,,
98912,governo,empenharem,,,
98913,empenharem,de,,,
98914,de,hora,governo,se,para
98915,empenharem,de,só,aprofundar,","
98916,só,para,,,
98917,para,empenharem,não,,
98918,para,empenharem,discussões,,
98919,discussões,aprofundar,,,
98920,aprofundar,para,as,sobre,
98921,discussões,aprofundar,ineficácia,,
98922,ineficácia,sobre,,,
98923,sobre,discussões,a,de,
98924,ineficácia,sobre,sistema,,
98925,sistema,de,,,
98926,de,ineficácia,o,de,
98927,sistema,de,saúde,,
98928,de,sistema,,,
98929,para,empenharem,,,
98930,também,para,,,
98931,para,empenharem,como,,
98932,para,empenharem,buscar,,
98933,para,para,alternativas,",",a_fim_de
98934,buscar,para,e,soluções,
98935,alternativas,buscar,,,
98936,alternativas,buscar,viáveis,,
98937,soluções,alternativas,,,
98938,buscar,para,,,
98939,buscar,para,proporcionar,,
98940,a_fim_de,buscar,atendimento,,
98941,atendimento,proporcionar,,,
98942,proporcionar,a_fim_de,um,digno,a
98943,digno,atendimento,,,
98944,atendimento,proporcionar,mais,,
98945,atendimento,proporcionar,população,,
98946,população,a,,,
98947,a,atendimento,a,em_geral,
98948,população,a,,,
98949,passou,,,,
98950,crise,tem,,,
98951,tem,,A,de,
98952,crise,tem,saúde,,
98953,saúde,de,,,
98954,de,crise,a,,
98955,,,crise,solução,","
98956,tem,,,,
98957,tem,,,,
98958,tem,,vacinar-,,
98959,basta,tem,la,contra,
98960,vacinar-,basta,,,
98961,vacinar-,basta,ingerências,,
98962,ingerências,contra,,,
98963,contra,vacinar-,as,político-partidárias,","
98964,ingerências,contra,,,
98965,ingerências,contra,,,
98966,omissões,ingerências,,,
98967,ingerências,contra,as,,
98968,ingerências,contra,,,
98969,ingerências,contra,de,,
98970,desacertos,ingerências,responsáveis,,
98971,responsáveis,de,,,
98972,de,desacertos,os,por,
98973,responsáveis,de,setor,,
98974,setor,por,,,
98975,por,responsáveis,o,,
98976,tem,,,,
98977,fazer-,poderá,,,
98978,,,fazer-,",",","
98979,poderá,,Como,lo,porém
98980,fazer-,poderá,,,
98981,poderá,,,,
98982,fazer-,poderá,,,
98983,poderá,,,,
98984,fazer-,poderá,ele,lei,","
98985,respeitando,fazer-,próprio,,
98986,ele,respeitando,,,
98987,lei,respeitando,,,
98988,respeitando,fazer-,a,,
98989,respeitando,fazer-,,,
98990,existem,respeitando,,,
98991,respeitando,fazer-,quando,legalmente,moedas
98992,existem,respeitando,,,
98993,moedas,existem,,,
98994,existem,respeitando,duas,,
98995,poderá,,,,
98996,primeira,varia,,,
98997,varia,,A,,
98998,,,primeira,tanto,","
98999,varia,,,,
99000,varia,,,,
99001,varia,,,,
99002,varia,,,,
99003,é,varia,,,
99004,semana,é,,,
99005,é,varia,uma,,
99006,varia,,que,semana,suficiente
99007,é,varia,para,,
99008,suficiente,é,produzir,,
99009,para,suficiente,aumento,,
99010,aumento,produzir,,,
99011,produzir,para,um,de,em
99012,aumento,produzir,%,,
99013,%,de,,,
99014,%,de,,,
99015,de,aumento,mais_de,10,
99016,aumento,produzir,vencimentos,,
99017,vencimentos,em,,,
99018,em,aumento,os,antecipados,de
99019,vencimentos,em,,,
99020,vencimentos,em,congressistas,e,de
99021,congressistas,de,,,
99022,de,vencimentos,os,,
99023,de,vencimentos,,,
99024,de,vencimentos,magistrados,,
99025,magistrados,de,,,
99026,de,de,os,,
99027,varia,,,,
99028,,,perguntar,:,proclamou
99029,Cabe,,,,
99030,Cabe,,,,
99031,está,proclamou,,,
99032,Supremo,está,,,
99033,está,proclamou,o,,
99034,está,proclamou,,,
99035,proclamou,Cabe,Se,Supremo,não
99036,está,proclamou,com,,
99037,de_acordo,está,falta,,
99038,falta,com,,,
99039,falta,com,,,
99040,com,de_acordo,a,suposta,de
99041,falta,com,regra,,
99042,de,falta,,,
99043,falta,com,moedas,,
99044,moedas,de,,,
99045,moedas,de,,,
99046,de,falta,as,duas,","
99047,moedas,de,,,
99048,existem,moedas,,,
99049,moedas,de,que,de_fato,desde
99050,existem,moedas,,,
99051,existem,moedas,emissão,,
99052,emissão,desde,,,
99053,desde,existem,a,de,
99054,emissão,desde,medida,,
99055,medida,de,,,
99056,medida,de,,,
99057,de,emissão,a,última,provisória
99058,medida,de,,,
99059,moedas,de,,,
99060,proclamou,Cabe,,,
99061,proclamou,Cabe,,,
99062,proclamou,Cabe,,,
99063,Cabe,,está,por_que,não
99064,proclamou,Cabe,,,
99065,proclamou,Cabe,,,
99066,proclamou,Cabe,,,
99067,serviu,proclamou,,,
99068,proclamou,Cabe,se,de,privadamente
99069,serviu,proclamou,ela,,
99070,de,serviu,,,
99071,serviu,proclamou,,,
99072,Cabe,,,,
99073,disse,,,,
99074,Justiça,foi,,,
99075,foi,disse,A,,
99076,disse,,Justiça,aplicada,
99077,foi,disse,garante,,
99078,garante,aplicada,,,
99079,Estatuto_da_Criança_e_do_Adolescente,garante,,,
99080,garante,aplicada,o,,
99081,aplicada,foi,porque,Estatuto_da_Criança_e_do_Adolescente,direito
99082,direito,garante,,,
99083,garante,aplicada,o,de,
99084,direito,garante,escolas,,
99085,de,direito,,,
99086,garante,aplicada,crianças,,
99087,crianças,a,,,
99088,crianças,a,,,
99089,a,garante,todas,as,
99090,disse,,,,
99091,disse,,,,
99092,,,«,foi,»
99093,disse,,",",presidente,
99094,Márcia_Mendes,disse,,,
99095,Márcia_Mendes,disse,de,,
99096,presidente,Márcia_Mendes,Associaçãos_dos_Pais_de_Alunos,,
99097,Associaçãos_dos_Pais_de_Alunos,de,,,
99098,de,presidente,a,de,
99099,Associaçãos_dos_Pais_de_Alunos,de,Pitágoras,,
99100,Pitágoras,de,,,
99101,de,Associaçãos_dos_Pais_de_Alunos,o,",",um
99102,Pitágoras,de,,,
99103,Pitágoras,de,,,
99104,Pitágoras,de,colégios,,
99105,colégios,de,,,
99106,colégios,de,,,
99107,de,Pitágoras,os,seis,acusados
99108,colégios,de,de,,
99109,acusados,colégios,recusar,,
99110,de,acusados,matrículas,,
99111,matrículas,recusar,,,
99112,recusar,de,as,,
99113,disse,,,,
99114,pode,,,,
99115,pode,,,,
99116,está,pode,,,
99117,está,pode,,,
99118,pode,,se,você,usando
99119,está,pode,planilha,por_exemplo,
99120,planilha,usando,,,
99121,usando,está,uma,,
99122,está,pode,,,
99123,usando,está,,,
99124,está,pode,,,
99125,,,Assim,",",está
99126,pode,,parte,,
99127,selecionar,pode,(,ou,todo
99128,parte,selecionar,,,
99129,parte,selecionar,,,
99130,parte,selecionar,,,
99131,parte,selecionar,,,
99132,pode,,,,
99133,pode,,foi,,
99134,foi,levar,,,
99135,levar,pode,o_que,selecionado,
99136,foi,levar,para,,
99137,selecionado,foi,planilha,,
99138,planilha,para,,,
99139,para,selecionado,outra,ou,programa
99140,planilha,para,,,
99141,programa,planilha,,,
99142,planilha,para,qualquer,estiver,
99143,estiver,programa,,,
99144,programa,planilha,que,sendo,
99145,estiver,programa,usado,,
99146,sendo,estiver,,,
99147,pode,,,,
99148,expedidas,foram,secretário,,
99149,secretário,Quando,,,
99150,Quando,expedidas,o,de,
99151,secretário,Quando,Receita,era,Osires_Lopes_Filho
99152,Receita,de,,,
99153,de,secretário,a,,
99154,de,secretário,,,
99155,de,secretário,,,
99156,foram,,,,
99157,cartas,foram,,,
99158,foram,,várias,,
99159,,,",",cartas,expedidas
99160,foram,,Quando,a,convidando-
99161,expedidas,foram,profissionais,,
99162,a,expedidas,liberais,e,empresas
99163,profissionais,a,,,
99164,profissionais,a,,,
99165,profissionais,a,,,
99166,convidando-,expedidas,,,
99167,expedidas,foram,«,os,»
99168,convidando-,expedidas,,,
99169,convidando-,expedidas,,,
99170,convidando-,expedidas,acertar,,
99171,a,convidando-,contas,com,
99172,contas,acertar,,,
99173,acertar,a,as,,
99174,acertar,a,leão,,
99175,leão,com,,,
99176,com,acertar,o,,
99177,foram,,,,
99178,delegado,informa,,,
99179,informa,,O,,
99180,,,delegado,foi,.
99181,foi,informa,,,
99182,informa,,que,aberta,sindicância
99183,foi,informa,,,
99184,foi,informa,interna,em,para
99185,sindicância,foi,,,
99186,sindicância,foi,ministério,,
99187,ministério,em,,,
99188,em,sindicância,o,,
99189,sindicância,foi,tentar,,
99190,para,sindicância,apurar,,
99191,tentar,para,caso,,
99192,caso,apurar,,,
99193,apurar,tentar,o,,
99194,foi,informa,,,
99195,deverá,foi,,,
99196,Polícia_Federal,deverá,,,
99197,deverá,foi,a,,
99198,foi,informa,que,Polícia_Federal,abrir
99199,abrir,deverá,,,
99200,deverá,foi,também,inquérito,
99201,inquérito,abrir,,,
99202,abrir,deverá,um,,
99203,informa,,,,
99204,,,pintor,",",e
99205,pintor,É,,,
99206,pintor,É,,,
99207,É,,um,grande,
99208,É,,,,
99209,É,,,,
99210,fase,é,,,
99211,fase,é,,,
99212,é,É,sua,última,
99213,É,,fase,o,
99214,é,É,sustenta,,
99215,sustenta,o,,,
99216,sustenta,o,,,
99217,o,é,que,mais,afirmação
99218,afirmação,sustenta,,,
99219,sustenta,o,a,,
99220,É,,,,
99221,É,,,,
99222,É,,irregular,",",tem
99223,é,É,,,
99224,é,É,,,
99225,é,É,fracassos,,
99226,tem,é,evidentes,,
99227,fracassos,tem,,,
99228,É,,,,
99229,fazendeiro,diz,,,
99230,diz,,O,",",cultiva
99231,fazendeiro,diz,,,
99232,cultiva,fazendeiro,,,
99233,fazendeiro,diz,que,também,hectare
99234,cultiva,fazendeiro,,,
99235,hectare,cultiva,,,
99236,cultiva,fazendeiro,1,de,
99237,hectare,cultiva,rosas,,
99238,de,hectare,,,
99239,cultiva,fazendeiro,,,
99240,,,fazendeiro,optou,.
99241,optou,diz,,,
99242,diz,,que,por,após
99243,optou,diz,morango,,
99244,morango,por,,,
99245,por,optou,o,,
99246,optou,diz,experiências,,
99247,após,optou,vantajosas,com,
99248,vantajosas,experiências,,,
99249,sempre,vantajosas,,,
99250,vantajosas,experiências,nem,,
99251,experiências,após,«,sempre,»
99252,vantajosas,experiências,,,
99253,experiências,após,culturas,,
99254,culturas,com,,,
99255,com,experiências,outras,,
99256,diz,,,,
99257,está,,,,
99258,,,Ele,municiando,.
99259,municiando,está,,,
99260,está,,me,e,dando
99261,municiando,está,,,
99262,dando,municiando,,,
99263,municiando,está,me,instrumental,
99264,instrumental,dando,,,
99265,dando,municiando,o,careço,
99266,careço,instrumental,que,,
99267,de,careço,,,
99268,instrumental,dando,de,para,
99269,careço,instrumental,imaginar,,
99270,para,careço,solução,,
99271,solução,imaginar,,,
99272,imaginar,para,a,de,
99273,solução,imaginar,problemas,,
99274,problemas,de,,,
99275,de,solução,os,de,
99276,problemas,de,Estado,,
99277,Estado,de,,,
99278,de,problemas,o,,
99279,está,,,,
99280,era,,,,
99281,,,Schumacher,esperança,.
99282,esperança,era,,,
99283,era,,a,de,
99284,esperança,era,conferir,,
99285,de,esperança,emoção,a,
99286,emoção,conferir,,,
99287,conferir,de,alguma,,
99288,conferir,de,Mundial,,
99289,Mundial,a,,,
99290,a,conferir,um,parecia,
99291,parecia,Mundial,,,
99292,ter,parecia,,,
99293,Mundial,a,que,ter,
99294,parecia,Mundial,já,dono,
99295,ter,parecia,,,
99296,era,,,,
99297,chegamos,disse,,,
99298,chegamos,disse,,,
99299,disse,,«,Não,a
99300,chegamos,disse,paraíso,,
99301,paraíso,a,,,
99302,a,chegamos,o,,
99303,chegamos,disse,,,
99304,chegamos,disse,,,
99305,chegamos,disse,,,
99306,chegamos,disse,sair,,
99307,conseguimos,chegamos,de,,
99308,sair,conseguimos,inferno,,
99309,inferno,de,,,
99310,de,sair,o,,
99311,chegamos,disse,,,
99312,disse,,,,
99313,,,chegamos,",",Carlos_Menem
99314,disse,,,,
99315,disse,,tribuna,,
99316,tribuna,de,,,
99317,de,disse,a,de,
99318,tribuna,de,Palermo,,
99319,de,tribuna,,,
99320,disse,,,,
99321,afirmou,,,,
99322,,,Luna,é,.
99323,é,afirmou,,,
99324,afirmou,,que,cedo,para
99325,é,afirmou,,,
99326,é,afirmou,fazer,,
99327,para,é,avaliação,,
99328,avaliação,fazer,,,
99329,fazer,para,uma,completa,de
99330,avaliação,fazer,,,
99331,avaliação,fazer,impacto,,
99332,impacto,de,,,
99333,de,avaliação,o,de,
99334,impacto,de,medidas,,
99335,medidas,de,,,
99336,medidas,de,,,
99337,de,impacto,as,novas,
99338,afirmou,,,,
99339,jornal,compara,,,
99340,compara,,O,,
99341,,,jornal,eleição,a
99342,eleição,compara,,,
99343,compara,,a,presidencial,brasileira
99344,eleição,compara,,,
99345,eleição,compara,,,
99346,compara,,francesa,,
99347,francesa,a,,,
99348,a,compara,a,,
99349,compara,,,,
99350,compara,,pode,,
99351,pode,afirmando,,,
99352,premiê,pode,,,
99353,pode,afirmando,o,Edouard_Balladur,","
99354,premiê,pode,,,
99355,premiê,pode,,,
99356,favorito,premiê,,,
99357,premiê,pode,ex-,,
99358,premiê,pode,,,
99359,perder,pode,,,
99360,afirmando,compara,que,premiê,perder
99361,pode,afirmando,também,em,
99362,pode,afirmando,,,
99363,perder,pode,abril,,
99364,em,perder,de,,
99365,abril,em,95,,
99366,de,abril,,,
99367,compara,,,,
99368,tira,,,,
99369,tira,,combate,,
99370,combate,de,,,
99371,de,tira,esse,,
99372,tira,,,,
99373,tira,,maneira,,
99374,maneira,de,,,
99375,de,tira,a,chegou,
99376,criar,chegou,,,
99377,chegou,maneira,,,
99378,maneira,de,ele,a,criar
99379,chegou,maneira,,,
99380,chegou,maneira,como,formas,
99381,formas,criar,,,
99382,criar,chegou,as,geraram,
99383,geraram,formas,,,
99384,formas,criar,que,obra,
99385,obra,geraram,,,
99386,geraram,formas,uma,original,
99387,obra,geraram,,,
99388,tira,,,,
99389,tira,,,,
99390,tira,,,,
99391,tira,,,,
99392,tira,,,,
99393,,,É,de,","
99394,interesse,tira,,,
99395,tira,,seu,,
99396,tira,,,,
99397,reside,ironiza,,,
99398,explicação,reside,,,
99399,reside,ironiza,A,de,
99400,explicação,reside,reviravolta,,
99401,reviravolta,de,,,
99402,de,explicação,a,,
99403,reside,ironiza,,,
99404,ironiza,,«,explicação,não
99405,reside,ironiza,especificidade,,
99406,especificidade,em,,,
99407,especificidade,em,,,
99408,em,reside,uma,pretensa,brasileira
99409,especificidade,em,,,
99410,especificidade,em,,,
99411,seria,especificidade,,,
99412,especificidade,em,que,coquetel,
99413,coquetel,seria,,,
99414,seria,especificidade,um,de,","
99415,coquetel,seria,leviandade,,
99416,de,coquetel,",",inconstância,e
99417,leviandade,de,,,
99418,leviandade,de,,,
99419,leviandade,de,,,
99420,leviandade,de,,,
99421,coquetel,seria,,,
99422,coquetel,seria,,,
99423,coquetel,seria,som,,
99424,som,a,,,
99425,a,coquetel,o,de,
99426,som,a,salsa,,
99427,de,som,,,
99428,reside,ironiza,,,
99429,ironiza,,,,
99430,,,reside,",",editorial
99431,editorial,ironiza,,,
99432,ironiza,,o,,
99433,ironiza,,,,
99434,confidenciou,,ela,,
99435,Em,confidenciou,,,
99436,confidenciou,,,,
99437,presidente,confidenciou,,,
99438,confidenciou,,o,,
99439,,,Em,",",presidente
99440,acreditar,confidenciou,,,
99441,confidenciou,,não,mais,terminaria
99442,acreditar,confidenciou,,,
99443,terminaria,acreditar,,,
99444,acreditar,confidenciou,que,mandato,
99445,mandato,terminaria,,,
99446,mandato,terminaria,,,
99447,terminaria,acreditar,o,seu,
99448,confidenciou,,,,
99449,fato,vem,,,
99450,vem,,O,de,
99451,fato,vem,venham,,
99452,venham,de,,,
99453,bancos,venham,,,
99454,venham,de,os,públicos,
99455,bancos,venham,,,
99456,de,fato,que,bancos,a
99457,venham,de,,,
99458,venham,de,recorrentemente,fontes,
99459,venham,de,,,
99460,ser,venham,,,
99461,venham,de,,,
99462,ser,venham,de,,
99463,fontes,ser,prejuízo,,
99464,de,fontes,,,
99465,,,fato,só,reforçar
99466,vem,,,,
99467,vem,,desvantagens,,
99468,desvantagens,reforçar,,,
99469,reforçar,vem,as,de,
99470,desvantagens,reforçar,atuação,,
99471,atuação,de,,,
99472,de,desvantagens,a,de,em
99473,atuação,de,Estado,,
99474,Estado,de,,,
99475,de,atuação,o,,
99476,atuação,de,setor,,
99477,setor,em,,,
99478,em,atuação,esse,,
99479,vem,,,,
99480,encontraram,,,,
99481,encontraram,,,,
99482,homens,encontraram,,,
99483,encontraram,,os,,
99484,,,Então,",",homens
99485,lugar,encontraram,,,
99486,encontraram,,um,plano,
99487,lugar,encontraram,,,
99488,encontraram,,,,
99489,encontraram,,construir,,
99490,resolveram,encontraram,torre,,
99491,torre,construir,,,
99492,construir,resolveram,uma,chegasse,
99493,chegasse,torre,,,
99494,torre,construir,que,até,
99495,chegasse,torre,céu,,
99496,céu,até,,,
99497,até,chegasse,o,,
99498,encontraram,,,,
99499,assessor,disse,,,
99500,disse,,O,de,de
99501,assessor,disse,imprensa,,
99502,de,assessor,,,
99503,assessor,disse,Ministério_da_Fazenda,,
99504,Ministério_da_Fazenda,de,,,
99505,de,assessor,o,,
99506,assessor,disse,,,
99507,assessor,disse,,,
99508,assessor,disse,,,
99509,,,assessor,ontem,iria
99510,disse,,,,
99511,iria,disse,,,
99512,ministro,iria,,,
99513,iria,disse,o,de,","
99514,ministro,iria,Fazenda,,
99515,Fazenda,de,,,
99516,de,ministro,a,,
99517,ministro,iria,,,
99518,ministro,iria,,,
99519,comentar,iria,,,
99520,disse,,que,ministro,comentar
99521,iria,disse,não,assunto,tinha
99522,assunto,comentar,,,
99523,comentar,iria,o,,
99524,tinha,comentar,,,
99525,tinha,comentar,,,
99526,comentar,iria,porque,não,informações
99527,tinha,comentar,suficientes,,
99528,informações,tinha,,,
99529,disse,,,,
99530,empresários,abriram,,,
99531,abriram,,Os,,
99532,,,empresários,mão,de
99533,abriram,,,,
99534,abriram,,posições,,
99535,de,abriram,históricas,,
99536,posições,de,,,
99537,abriram,,,,
99538,visando,abriram,,,
99539,abriram,,eventualmente,proteção,
99540,proteção,visando,,,
