,FUNC-3,FUNC-2,FUNC-1,FUNC+1,FUNC+2,FUNC+3
132816,N<PRED,>N,ACC,>N,P<,N<
132817,>N,ACC,N<ARGS,P<,N<,>N
132818,ACC,N<ARGS,>N,N<,>N,P<
132819,N<ARGS,>N,P<,>N,P<,PU
132820,>N,P<,N<,P<,PU,
132821,P<,N<,>N,PU,,
132822,N<,>N,P<,,,
132823,,,,SUBJ,STA,PIV
132824,,,>N,STA,PIV,>N
132825,,>N,SUBJ,PIV,>N,P<
132826,>N,SUBJ,STA,>N,P<,SUB
132827,SUBJ,STA,PIV,P<,SUB,PU
132828,STA,PIV,>N,SUB,PU,ADVL
132829,PIV,>N,P<,PU,ADVL,PU
132830,>N,P<,SUB,ADVL,PU,ACC
132831,P<,SUB,PU,PU,ACC,MV
132832,SUB,PU,ADVL,ACC,MV,PIV
132833,PU,ADVL,PU,MV,PIV,P<
132834,ADVL,PU,ACC,PIV,P<,PU
132835,PU,ACC,MV,P<,PU,CJT
132836,ACC,MV,PIV,PU,CJT,MV
132837,MV,PIV,P<,CJT,MV,>N
132838,PIV,P<,PU,MV,>N,ACC
132839,P<,PU,CJT,>N,ACC,N<ARGO
132840,PU,CJT,MV,ACC,N<ARGO,>N
132841,CJT,MV,>N,N<ARGO,>N,P<
132842,MV,>N,ACC,>N,P<,N<
132843,>N,ACC,N<ARGO,P<,N<,CO
132844,ACC,N<ARGO,>N,N<,CO,CJT
132845,N<ARGO,>N,P<,CO,CJT,AUX
132846,>N,P<,N<,CJT,AUX,PRT-AUX
132847,P<,N<,CO,AUX,PRT-AUX,MV
132848,N<,CO,CJT,PRT-AUX,MV,PIV
132849,CO,CJT,AUX,MV,PIV,>N
132850,CJT,AUX,PRT-AUX,PIV,>N,>N
132851,AUX,PRT-AUX,MV,>N,>N,P<
132852,PRT-AUX,MV,PIV,>N,P<,N<
132853,MV,PIV,>N,P<,N<,P<
132854,PIV,>N,>N,N<,P<,N<ARGO
132855,>N,>N,P<,P<,N<ARGO,P<
132856,>N,P<,N<,N<ARGO,P<,PU
132857,P<,N<,P<,P<,PU,
132858,N<,P<,N<ARGO,PU,,
132859,P<,N<ARGO,P<,,,
132860,,,,ACC,STA,SUB
132861,,,PU,STA,SUB,SUBJ
132862,,PU,ACC,SUB,SUBJ,>N
132863,PU,ACC,STA,SUBJ,>N,ACC
132864,ACC,STA,SUB,>N,ACC,N<
132865,STA,SUB,SUBJ,ACC,N<,P<
132866,SUB,SUBJ,>N,N<,P<,>N
132867,SUBJ,>N,ACC,P<,>N,ACC
132868,>N,ACC,N<,>N,ACC,N<
132869,ACC,N<,P<,ACC,N<,ADVL
132870,N<,P<,>N,N<,ADVL,>N
132871,P<,>N,ACC,ADVL,>N,P<
132872,>N,ACC,N<,>N,P<,CO
132873,ACC,N<,ADVL,P<,CO,ADVL
132874,N<,ADVL,>N,CO,ADVL,CJT
132875,ADVL,>N,P<,ADVL,CJT,ACC
132876,>N,P<,CO,CJT,ACC,SUB
132877,P<,CO,ADVL,ACC,SUB,>N
132878,CO,ADVL,CJT,SUB,>N,>N
132879,ADVL,CJT,ACC,>N,>N,SUBJ
132880,CJT,ACC,SUB,>N,SUBJ,N<
132881,ACC,SUB,>N,SUBJ,N<,>N
132882,SUB,>N,>N,N<,>N,P<
132883,>N,>N,SUBJ,>N,P<,ACC
132884,>N,SUBJ,N<,P<,ACC,ACC
132885,SUBJ,N<,>N,ACC,ACC,PU
132886,N<,>N,P<,ACC,PU,PU
132887,>N,P<,ACC,PU,PU,
132888,P<,ACC,ACC,PU,,
132889,ACC,ACC,PU,,,
132890,,,,SUBJ,N<,>N
132891,,,>N,N<,>N,P<
132892,,>N,SUBJ,>N,P<,CO
132893,>N,SUBJ,N<,P<,CO,>N
132894,SUBJ,N<,>N,CO,>N,>N
132895,N<,>N,P<,>N,>N,CJT
132896,>N,P<,CO,>N,CJT,STA
132897,P<,CO,>N,CJT,STA,SUB
132898,CO,>N,>N,STA,SUB,ACC
132899,>N,>N,CJT,SUB,ACC,PIV
132900,>N,CJT,STA,ACC,PIV,P<
132901,CJT,STA,SUB,PIV,P<,PU
132902,STA,SUB,ACC,P<,PU,SUB
132903,SUB,ACC,PIV,PU,SUB,>N
132904,ACC,PIV,P<,SUB,>N,SUBJ
132905,PIV,P<,PU,>N,SUBJ,PU
132906,P<,PU,SUB,SUBJ,PU,APP
132907,PU,SUB,>N,PU,APP,CO
132908,SUB,>N,SUBJ,APP,CO,CJT
132909,>N,SUBJ,PU,CO,CJT,PU
132910,SUBJ,PU,APP,CJT,PU,ADVL
132911,PU,APP,CO,PU,ADVL,ACC
132912,APP,CO,CJT,ADVL,ACC,N<
132913,CO,CJT,PU,ACC,N<,N<
132914,CJT,PU,ADVL,N<,N<,P<
132915,PU,ADVL,ACC,N<,P<,PU
132916,ADVL,ACC,N<,P<,PU,
132917,ACC,N<,N<,PU,,
132918,N<,N<,P<,,,
132919,,,,STA,ACC,PIV
132920,,,PU,ACC,PIV,>N
132921,,PU,STA,PIV,>N,>A
132922,PU,STA,ACC,>N,>A,>N
132923,STA,ACC,PIV,>A,>N,CO
132924,ACC,PIV,>N,>N,CO,CJT
132925,PIV,>N,>A,CO,CJT,P<
132926,>N,>A,>N,CJT,P<,N<
132927,>A,>N,CO,P<,N<,>N
132928,>N,CO,CJT,N<,>N,P<
132929,CO,CJT,P<,>N,P<,PU
132930,CJT,P<,N<,P<,PU,SUBJ
132931,P<,N<,>N,PU,SUBJ,N<PRED
132932,N<,>N,P<,SUBJ,N<PRED,ADVL
132933,>N,P<,PU,N<PRED,ADVL,>N
132934,P<,PU,SUBJ,ADVL,>N,>N
132935,PU,SUBJ,N<PRED,>N,>N,P<
132936,SUBJ,N<PRED,ADVL,>N,P<,PU
132937,N<PRED,ADVL,>N,P<,PU,PU
132938,ADVL,>N,>N,PU,PU,SUBJ
132939,>N,>N,P<,PU,SUBJ,P
132940,>N,P<,PU,SUBJ,P,PU
132941,P<,PU,PU,P,PU,
132942,PU,PU,SUBJ,PU,,
132943,PU,SUBJ,P,,,
132944,,,,STA,PIV,P<
132945,,,SUBJ,PIV,P<,CO
132946,,SUBJ,STA,P<,CO,CJT
132947,SUBJ,STA,PIV,CO,CJT,>N
132948,STA,PIV,P<,CJT,>N,ACC
132949,PIV,P<,CO,>N,ACC,ADVL
132950,P<,CO,CJT,ACC,ADVL,>N
132951,CO,CJT,>N,ADVL,>N,P<
132952,CJT,>N,ACC,>N,P<,N<
132953,>N,ACC,ADVL,P<,N<,>N
132954,ACC,ADVL,>N,N<,>N,P<
132955,ADVL,>N,P<,>N,P<,N<
132956,>N,P<,N<,P<,N<,P<
132957,P<,N<,>N,N<,P<,N<
132958,N<,>N,P<,P<,N<,N<
132959,>N,P<,N<,N<,N<,N<
132960,P<,N<,P<,N<,N<,P<
132961,N<,P<,N<,N<,P<,PU
132962,P<,N<,N<,P<,PU,ADVL
132963,N<,N<,N<,PU,ADVL,>N
132964,N<,N<,P<,ADVL,>N,P<
132965,N<,P<,PU,>N,P<,N<
132966,P<,PU,ADVL,P<,N<,>N
132967,PU,ADVL,>N,N<,>N,P<
132968,ADVL,>N,P<,>N,P<,PU
132969,>N,P<,N<,P<,PU,
132970,P<,N<,>N,PU,,
132971,N<,>N,P<,,,
132972,,,,PU,SUBJ,STA
132973,,,ADVL,SUBJ,STA,>N
132974,,ADVL,PU,STA,>N,ACC
132975,ADVL,PU,SUBJ,>N,ACC,PU
132976,PU,SUBJ,STA,ACC,PU,SUBJ
132977,SUBJ,STA,>N,PU,SUBJ,CJT
132978,STA,>N,ACC,SUBJ,CJT,>N
132979,>N,ACC,PU,CJT,>N,PU
132980,ACC,PU,SUBJ,>N,PU,ACC
132981,PU,SUBJ,CJT,PU,ACC,PU
132982,SUBJ,CJT,>N,ACC,PU,N<
132983,CJT,>N,PU,PU,N<,>N
132984,>N,PU,ACC,N<,>N,P<
132985,PU,ACC,PU,>N,P<,CO
132986,ACC,PU,N<,P<,CO,CJT
132987,PU,N<,>N,CO,CJT,DAT
132988,N<,>N,P<,CJT,DAT,ACC
132989,>N,P<,CO,DAT,ACC,CO
132990,P<,CO,CJT,ACC,CO,CJT
132991,CO,CJT,DAT,CO,CJT,PU
132992,CJT,DAT,ACC,CJT,PU,
132993,DAT,ACC,CO,PU,,
132994,ACC,CO,CJT,,,
132995,,,,SUBJ,ACC,ADVL
132996,,,>N,ACC,ADVL,SC
132997,,>N,SUBJ,ADVL,SC,SUB
132998,>N,SUBJ,ACC,SC,SUB,ADVL
132999,SUBJ,ACC,ADVL,SUB,ADVL,ACC
133000,ACC,ADVL,SC,ADVL,ACC,>N
133001,ADVL,SC,SUB,ACC,>N,N<
133002,SC,SUB,ADVL,>N,N<,PU
133003,SUB,ADVL,ACC,N<,PU,PU
133004,ADVL,ACC,>N,PU,PU,STA
133005,ACC,>N,N<,PU,STA,PU
133006,>N,N<,PU,STA,PU,
133007,N<,PU,PU,PU,,
133008,PU,PU,STA,,,
133009,,,,STA,ADVL,SUB
133010,,,SUBJ,ADVL,SUB,>N
133011,,SUBJ,STA,SUB,>N,SUBJ
133012,SUBJ,STA,ADVL,>N,SUBJ,N<ARGS
133013,STA,ADVL,SUB,SUBJ,N<ARGS,P<
133014,ADVL,SUB,>N,N<ARGS,P<,ACC
133015,SUB,>N,SUBJ,P<,ACC,PIV
133016,>N,SUBJ,N<ARGS,ACC,PIV,>N
133017,SUBJ,N<ARGS,P<,PIV,>N,P<
133018,N<ARGS,P<,ACC,>N,P<,N<ARGS
133019,P<,ACC,PIV,P<,N<ARGS,>N
133020,ACC,PIV,>N,N<ARGS,>N,P<
133021,PIV,>N,P<,>N,P<,SUBJ
133022,>N,P<,N<ARGS,P<,SUBJ,ACC-PASS
133023,P<,N<ARGS,>N,SUBJ,ACC-PASS,N<
133024,N<ARGS,>N,P<,ACC-PASS,N<,ADVL
133025,>N,P<,SUBJ,N<,ADVL,>N
133026,P<,SUBJ,ACC-PASS,ADVL,>N,>N
133027,SUBJ,ACC-PASS,N<,>N,>N,P<
133028,ACC-PASS,N<,ADVL,>N,P<,N<ARGO
133029,N<,ADVL,>N,P<,N<ARGO,P<
133030,ADVL,>N,>N,N<ARGO,P<,PU
133031,>N,>N,P<,P<,PU,
133032,>N,P<,N<ARGO,PU,,
133033,P<,N<ARGO,P<,,,
133034,,,,>N,P<,PU
133035,,,ADVL,P<,PU,>N
133036,,ADVL,>N,PU,>N,SUBJ
133037,ADVL,>N,P<,>N,SUBJ,STA
133038,>N,P<,PU,SUBJ,STA,PRT-AUX
133039,P<,PU,>N,STA,PRT-AUX,MV
133040,PU,>N,SUBJ,PRT-AUX,MV,>N
133041,>N,SUBJ,STA,MV,>N,ACC
133042,SUBJ,STA,PRT-AUX,>N,ACC,ADVL
133043,STA,PRT-AUX,MV,ACC,ADVL,P<
133044,PRT-AUX,MV,>N,ADVL,P<,N<
133045,MV,>N,ACC,P<,N<,P<
133046,>N,ACC,ADVL,N<,P<,CO
133047,ACC,ADVL,P<,P<,CO,CJT
133048,ADVL,P<,N<,CO,CJT,PIV
133049,P<,N<,P<,CJT,PIV,P<
133050,N<,P<,CO,PIV,P<,>N
133051,P<,CO,CJT,P<,>N,ACC
133052,CO,CJT,PIV,>N,ACC,ADVL
133053,CJT,PIV,P<,ACC,ADVL,>N
133054,PIV,P<,>N,ADVL,>N,SUBJ
133055,P<,>N,ACC,>N,SUBJ,N<
133056,>N,ACC,ADVL,SUBJ,N<,PIV
133057,ACC,ADVL,>N,N<,PIV,>N
133058,ADVL,>N,SUBJ,PIV,>N,P<
133059,>N,SUBJ,N<,>N,P<,ADVL
133060,SUBJ,N<,PIV,P<,ADVL,SC
133061,N<,PIV,>N,ADVL,SC,PU
133062,PIV,>N,P<,SC,PU,
133063,>N,P<,ADVL,PU,,
133064,P<,ADVL,SC,,,
133065,,,,STA,SC,PU
133066,,,SUBJ,SC,PU,N<PRED
133067,,SUBJ,STA,PU,N<PRED,SUBJ
133068,SUBJ,STA,SC,N<PRED,SUBJ,SUBJ
133069,STA,SC,PU,SUBJ,SUBJ,SC
133070,SC,PU,N<PRED,SUBJ,SC,PU
133071,PU,N<PRED,SUBJ,SC,PU,ADVL
133072,N<PRED,SUBJ,SUBJ,PU,ADVL,CJT
133073,SUBJ,SUBJ,SC,ADVL,CJT,>N
133074,SUBJ,SC,PU,CJT,>N,SUBJ
133075,SC,PU,ADVL,>N,SUBJ,N<
133076,PU,ADVL,CJT,SUBJ,N<,P<
133077,ADVL,CJT,>N,N<,P<,PU
133078,CJT,>N,SUBJ,P<,PU,
133079,>N,SUBJ,N<,PU,,
133080,SUBJ,N<,P<,,,
133081,,,,ACC,SUB,ADVL
133082,,,SUBJ,SUB,ADVL,>N
133083,,SUBJ,ACC,ADVL,>N,SUBJ
133084,SUBJ,ACC,SUB,>N,SUBJ,ADVL
133085,ACC,SUB,ADVL,SUBJ,ADVL,>N
133086,SUB,ADVL,>N,ADVL,>N,ACC
133087,ADVL,>N,SUBJ,>N,ACC,SUBJ
133088,>N,SUBJ,ADVL,ACC,SUBJ,ACC
133089,SUBJ,ADVL,>N,SUBJ,ACC,>N
133090,ADVL,>N,ACC,ACC,>N,ACC
133091,>N,ACC,SUBJ,>N,ACC,ADVL
133092,ACC,SUBJ,ACC,ACC,ADVL,>N
133093,SUBJ,ACC,>N,ADVL,>N,>N
133094,ACC,>N,ACC,>N,>N,P<
133095,>N,ACC,ADVL,>N,P<,PU
133096,ACC,ADVL,>N,P<,PU,PU
133097,ADVL,>N,>N,PU,PU,STA
133098,>N,>N,P<,PU,STA,SUBJ
133099,>N,P<,PU,STA,SUBJ,PU
133100,P<,PU,PU,SUBJ,PU,
133101,PU,PU,STA,PU,,
133102,PU,STA,SUBJ,,,
133103,,,,>N,SUBJ,STA
133104,,,>N,SUBJ,STA,SC
133105,,>N,>N,STA,SC,P<
133106,>N,>N,SUBJ,SC,P<,N<
133107,>N,SUBJ,STA,P<,N<,PU
133108,SUBJ,STA,SC,N<,PU,CJT
133109,STA,SC,P<,PU,CJT,>N
133110,SC,P<,N<,CJT,>N,ACC
133111,P<,N<,PU,>N,ACC,N<ARG
133112,N<,PU,CJT,ACC,N<ARG,P<
133113,PU,CJT,>N,N<ARG,P<,ACC
133114,CJT,>N,ACC,P<,ACC,N<
133115,>N,ACC,N<ARG,ACC,N<,>N
133116,ACC,N<ARG,P<,N<,>N,>N
133117,N<ARG,P<,ACC,>N,>N,P<
133118,P<,ACC,N<,>N,P<,N<
133119,ACC,N<,>N,P<,N<,>N
133120,N<,>N,>N,N<,>N,>N
133121,>N,>N,P<,>N,>N,P<
133122,>N,P<,N<,>N,P<,PU
133123,P<,N<,>N,P<,PU,SUBJ
133124,N<,>N,>N,PU,SUBJ,N<PRED
133125,>N,>N,P<,SUBJ,N<PRED,SC
133126,>N,P<,PU,N<PRED,SC,N<
133127,P<,PU,SUBJ,SC,N<,>N
133128,PU,SUBJ,N<PRED,N<,>N,P<
133129,SUBJ,N<PRED,SC,>N,P<,N<
133130,N<PRED,SC,N<,P<,N<,P<
133131,SC,N<,>N,N<,P<,PU
133132,N<,>N,P<,P<,PU,
133133,>N,P<,N<,PU,,
133134,P<,N<,P<,,,
133135,,,,SUBJ,STA,PU
133136,,,>N,STA,PU,ADVL
133137,,>N,SUBJ,PU,ADVL,PU
133138,>N,SUBJ,STA,ADVL,PU,ACC
133139,SUBJ,STA,PU,PU,ACC,N<
133140,STA,PU,ADVL,ACC,N<,N<
133141,PU,ADVL,PU,N<,N<,>N
133142,ADVL,PU,ACC,N<,>N,P<
133143,PU,ACC,N<,>N,P<,PU
133144,ACC,N<,N<,P<,PU,APP
133145,N<,N<,>N,PU,APP,PU
133146,N<,>N,P<,APP,PU,CO
133147,>N,P<,PU,PU,CO,ADVL
133148,P<,PU,APP,CO,ADVL,CJT
133149,PU,APP,PU,ADVL,CJT,PIV
133150,APP,PU,CO,CJT,PIV,P<
133151,PU,CO,ADVL,PIV,P<,SUB
133152,CO,ADVL,CJT,P<,SUB,ACC
133153,ADVL,CJT,PIV,SUB,ACC,ACC
133154,CJT,PIV,P<,ACC,ACC,PIV
133155,PIV,P<,SUB,ACC,PIV,P<
133156,P<,SUB,ACC,PIV,P<,ACC
133157,SUB,ACC,ACC,P<,ACC,ADVL
133158,ACC,ACC,PIV,ACC,ADVL,>N
133159,ACC,PIV,P<,ADVL,>N,P<
133160,PIV,P<,ACC,>N,P<,N<
133161,P<,ACC,ADVL,P<,N<,>N
133162,ACC,ADVL,>N,N<,>N,P<
133163,ADVL,>N,P<,>N,P<,PU
133164,>N,P<,N<,P<,PU,
133165,P<,N<,>N,PU,,
133166,N<,>N,P<,,,
133167,,,,STA,>N,ACC
133168,,,SUBJ,>N,ACC,SUB
133169,,SUBJ,STA,ACC,SUB,ADVL
133170,SUBJ,STA,>N,SUB,ADVL,SUBJ
133171,STA,>N,ACC,ADVL,SUBJ,ACC
133172,>N,ACC,SUB,SUBJ,ACC,>N
133173,ACC,SUB,ADVL,ACC,>N,ACC
133174,SUB,ADVL,SUBJ,>N,ACC,ADVL
133175,ADVL,SUBJ,ACC,ACC,ADVL,>N
133176,SUBJ,ACC,>N,ADVL,>N,P<
133177,ACC,>N,ACC,>N,P<,PU
133178,>N,ACC,ADVL,P<,PU,
133179,ACC,ADVL,>N,PU,,
133180,ADVL,>N,P<,,,
133181,,,,P<,ACC,PU
133182,,,ADVL,ACC,PU,STA
133183,,ADVL,P<,PU,STA,MV
133184,ADVL,P<,ACC,STA,MV,PIV
133185,P<,ACC,PU,MV,PIV,>N
133186,ACC,PU,STA,PIV,>N,P<
133187,PU,STA,MV,>N,P<,>N
133188,STA,MV,PIV,P<,>N,ACC
133189,MV,PIV,>N,>N,ACC,N<
133190,PIV,>N,P<,ACC,N<,P<
133191,>N,P<,>N,N<,P<,PIV
133192,P<,>N,ACC,P<,PIV,>N
133193,>N,ACC,N<,PIV,>N,P<
133194,ACC,N<,P<,>N,P<,ACC
133195,N<,P<,PIV,P<,ACC,ACC
133196,P<,PIV,>N,ACC,ACC,ADVL
133197,PIV,>N,P<,ACC,ADVL,ADVL
133198,>N,P<,ACC,ADVL,ADVL,PU
133199,P<,ACC,ACC,ADVL,PU,
133200,ACC,ACC,ADVL,PU,,
133201,ACC,ADVL,ADVL,,,
133202,,,,STA,ACC,N<
133203,,,>N,ACC,N<,PU
133204,,>N,STA,N<,PU,N<PRED
133205,>N,STA,ACC,PU,N<PRED,ACC
133206,STA,ACC,N<,N<PRED,ACC,N<
133207,ACC,N<,PU,ACC,N<,P<
133208,N<,PU,N<PRED,N<,P<,CO
133209,PU,N<PRED,ACC,P<,CO,CJT
133210,N<PRED,ACC,N<,CO,CJT,ADVL
133211,ACC,N<,P<,CJT,ADVL,P<
133212,N<,P<,CO,ADVL,P<,>N
133213,P<,CO,CJT,P<,>N,SUBJ
133214,CO,CJT,ADVL,>N,SUBJ,ADVL
133215,CJT,ADVL,P<,SUBJ,ADVL,N<
133216,ADVL,P<,>N,ADVL,N<,CO
133217,P<,>N,SUBJ,N<,CO,SC
133218,>N,SUBJ,ADVL,CO,SC,PU
133219,SUBJ,ADVL,N<,SC,PU,N<PRED
133220,ADVL,N<,CO,PU,N<PRED,PU
133221,N<,CO,SC,N<PRED,PU,CO
133222,CO,SC,PU,PU,CO,CJT
133223,SC,PU,N<PRED,CO,CJT,PU
133224,PU,N<PRED,PU,CJT,PU,N<PRED
133225,N<PRED,PU,CO,PU,N<PRED,PU
133226,PU,CO,CJT,N<PRED,PU,PU
133227,CO,CJT,PU,PU,PU,CO
133228,CJT,PU,N<PRED,PU,CO,CJT
133229,PU,N<PRED,PU,CO,CJT,PASS
133230,N<PRED,PU,PU,CJT,PASS,P<
133231,PU,PU,CO,PASS,P<,N<
133232,PU,CO,CJT,P<,N<,N<
133233,CO,CJT,PASS,N<,N<,N<
133234,CJT,PASS,P<,N<,N<,A<
133235,PASS,P<,N<,N<,A<,A<
133236,P<,N<,N<,A<,A<,PU
133237,N<,N<,N<,A<,PU,ADVL
133238,N<,N<,A<,PU,ADVL,SUBJ
133239,N<,A<,A<,ADVL,SUBJ,N<PRED
133240,A<,A<,PU,SUBJ,N<PRED,MV
133241,A<,PU,ADVL,N<PRED,MV,PU
133242,PU,ADVL,SUBJ,MV,PU,
133243,ADVL,SUBJ,N<PRED,PU,,
133244,SUBJ,N<PRED,MV,,,
133245,,,,SUBJ,STA,SUB
133246,,,>N,STA,SUB,>N
133247,,>N,SUBJ,SUB,>N,SUBJ
133248,>N,SUBJ,STA,>N,SUBJ,N<
133249,SUBJ,STA,SUB,SUBJ,N<,PIV
133250,STA,SUB,>N,N<,PIV,>N
133251,SUB,>N,SUBJ,PIV,>N,P<
133252,>N,SUBJ,N<,>N,P<,ACC
133253,SUBJ,N<,PIV,P<,ACC,>N
133254,N<,PIV,>N,ACC,>N,SUBJ
133255,PIV,>N,P<,>N,SUBJ,N<
133256,>N,P<,ACC,SUBJ,N<,PIV
133257,P<,ACC,>N,N<,PIV,>N
133258,ACC,>N,SUBJ,PIV,>N,>N
133259,>N,SUBJ,N<,>N,>N,P<
133260,SUBJ,N<,PIV,>N,P<,N<
133261,N<,PIV,>N,P<,N<,P<
133262,PIV,>N,>N,N<,P<,ADVL
133263,>N,>N,P<,P<,ADVL,ACC
133264,>N,P<,N<,ADVL,ACC,PU
133265,P<,N<,P<,ACC,PU,
133266,N<,P<,ADVL,PU,,
133267,P<,ADVL,ACC,,,
133268,,,,PU,N<PRED,PU
133269,,,SUBJ,N<PRED,PU,STA
133270,,SUBJ,PU,PU,STA,ADVL
133271,SUBJ,PU,N<PRED,STA,ADVL,>N
133272,PU,N<PRED,PU,ADVL,>N,>N
133273,N<PRED,PU,STA,>N,>N,P<
133274,PU,STA,ADVL,>N,P<,ADVL
133275,STA,ADVL,>N,P<,ADVL,PASS
133276,ADVL,>N,>N,ADVL,PASS,>N
133277,>N,>N,P<,PASS,>N,P<
133278,>N,P<,ADVL,>N,P<,N<
133279,P<,ADVL,PASS,P<,N<,P<
133280,ADVL,PASS,>N,N<,P<,PIV
133281,PASS,>N,P<,P<,PIV,>N
133282,>N,P<,N<,PIV,>N,P<
133283,P<,N<,P<,>N,P<,ADVL
133284,N<,P<,PIV,P<,ADVL,P<
133285,P<,PIV,>N,ADVL,P<,N<
133286,PIV,>N,P<,P<,N<,PU
133287,>N,P<,ADVL,N<,PU,SUBJ
133288,P<,ADVL,P<,PU,SUBJ,N<
133289,ADVL,P<,N<,SUBJ,N<,PIV
133290,P<,N<,PU,N<,PIV,>N
133291,N<,PU,SUBJ,PIV,>N,P<
133292,PU,SUBJ,N<,>N,P<,N<
133293,SUBJ,N<,PIV,P<,N<,PU
133294,N<,PIV,>N,N<,PU,
133295,PIV,>N,P<,PU,,
133296,>N,P<,N<,,,
133297,,,,>N,ACC,N<
133298,,,ADVL,ACC,N<,N<
133299,,ADVL,>N,N<,N<,>N
133300,ADVL,>N,ACC,N<,>N,P<
133301,>N,ACC,N<,>N,P<,PU
133302,ACC,N<,N<,P<,PU,SUBJ
133303,N<,N<,>N,PU,SUBJ,N<PRED
133304,N<,>N,P<,SUBJ,N<PRED,MV
133305,>N,P<,PU,N<PRED,MV,SC
133306,P<,PU,SUBJ,MV,SC,CO
133307,PU,SUBJ,N<PRED,SC,CO,CJT
133308,SUBJ,N<PRED,MV,CO,CJT,PU
133309,N<PRED,MV,SC,CJT,PU,ADVL
133310,MV,SC,CO,PU,ADVL,>N
133311,SC,CO,CJT,ADVL,>N,>N
133312,CO,CJT,PU,>N,>N,P<
133313,CJT,PU,ADVL,>N,P<,STA
133314,PU,ADVL,>N,P<,STA,SC
133315,ADVL,>N,>N,STA,SC,SUBJ
133316,>N,>N,P<,SC,SUBJ,SUBJ
133317,>N,P<,STA,SUBJ,SUBJ,ACC
133318,P<,STA,SC,SUBJ,ACC,MV
133319,STA,SC,SUBJ,ACC,MV,PU
133320,SC,SUBJ,SUBJ,MV,PU,
133321,SUBJ,SUBJ,ACC,PU,,
133322,SUBJ,ACC,MV,,,
133323,,,,SUBJ,SUBJ,N<
133324,,,>N,SUBJ,N<,ACC
133325,,>N,SUBJ,N<,ACC,ADVL
133326,>N,SUBJ,SUBJ,ACC,ADVL,ADVL
133327,SUBJ,SUBJ,N<,ADVL,ADVL,STA
133328,SUBJ,N<,ACC,ADVL,STA,ACC
133329,N<,ACC,ADVL,STA,ACC,N<
133330,ACC,ADVL,ADVL,ACC,N<,P<
133331,ADVL,ADVL,STA,N<,P<,CO
133332,ADVL,STA,ACC,P<,CO,CJT
133333,STA,ACC,N<,CO,CJT,SC
133334,ACC,N<,P<,CJT,SC,>P
133335,N<,P<,CO,SC,>P,ADVL
133336,P<,CO,CJT,>P,ADVL,>N
133337,CO,CJT,SC,ADVL,>N,P<
133338,CJT,SC,>P,>N,P<,N<
133339,SC,>P,ADVL,P<,N<,>N
133340,>P,ADVL,>N,N<,>N,P<
133341,ADVL,>N,P<,>N,P<,N<
133342,>N,P<,N<,P<,N<,>N
133343,P<,N<,>N,N<,>N,P<
133344,N<,>N,P<,>N,P<,N<ARGS
133345,>N,P<,N<,P<,N<ARGS,>N
133346,P<,N<,>N,N<ARGS,>N,P<
133347,N<,>N,P<,>N,P<,N<
133348,>N,P<,N<ARGS,P<,N<,>N
133349,P<,N<ARGS,>N,N<,>N,P<
133350,N<ARGS,>N,P<,>N,P<,PU
133351,>N,P<,N<,P<,PU,
133352,P<,N<,>N,PU,,
133353,N<,>N,P<,,,
133354,,,,STA,>N,ACC
133355,,,SUBJ,>N,ACC,PIV
133356,,SUBJ,STA,ACC,PIV,P<
133357,SUBJ,STA,>N,PIV,P<,PIV
133358,STA,>N,ACC,P<,PIV,>N
133359,>N,ACC,PIV,PIV,>N,P<
133360,ACC,PIV,P<,>N,P<,PU
133361,PIV,P<,PIV,P<,PU,ADVL
133362,P<,PIV,>N,PU,ADVL,ACC
133363,PIV,>N,P<,ADVL,ACC,>N
133364,>N,P<,PU,ACC,>N,ACC
133365,P<,PU,ADVL,>N,ACC,PU
133366,PU,ADVL,ACC,ACC,PU,
133367,ADVL,ACC,>N,PU,,
133368,ACC,>N,ACC,,,
133369,,,,PU,P<,PU
133370,,,ADVL,P<,PU,PU
133371,,ADVL,PU,PU,PU,N<PRED
133372,ADVL,PU,P<,PU,N<PRED,PU
133373,PU,P<,PU,N<PRED,PU,N<
133374,P<,PU,PU,PU,N<,P<
133375,PU,PU,N<PRED,N<,P<,PU
133376,PU,N<PRED,PU,P<,PU,SUBJ
133377,N<PRED,PU,N<,PU,SUBJ,STA
133378,PU,N<,P<,SUBJ,STA,>N
133379,N<,P<,PU,STA,>N,ACC
133380,P<,PU,SUBJ,>N,ACC,N<
133381,PU,SUBJ,STA,ACC,N<,P<
133382,SUBJ,STA,>N,N<,P<,N<
133383,STA,>N,ACC,P<,N<,PU
133384,>N,ACC,N<,N<,PU,>N
133385,ACC,N<,P<,PU,>N,>N
133386,N<,P<,N<,>N,>N,N<PRED
133387,P<,N<,PU,>N,N<PRED,PU
133388,N<,PU,>N,N<PRED,PU,>N
133389,PU,>N,>N,PU,>N,CJT
133390,>N,>N,N<PRED,>N,CJT,PU
133391,>N,N<PRED,PU,CJT,PU,SUBJ
133392,N<PRED,PU,>N,PU,SUBJ,N<PRED
133393,PU,>N,CJT,SUBJ,N<PRED,ADVL
133394,>N,CJT,PU,N<PRED,ADVL,P<
133395,CJT,PU,SUBJ,ADVL,P<,SA
133396,PU,SUBJ,N<PRED,P<,SA,>N
133397,SUBJ,N<PRED,ADVL,SA,>N,P<
133398,N<PRED,ADVL,P<,>N,P<,PU
133399,ADVL,P<,SA,P<,PU,
